name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description
chittagong,6/5/2016,34,26.8,30.5,43.5,29.7,37.5,25.7,76.4,6.3,100,100,rain,19.1,174.9,1006.9,72.3,5.2,149.9,13,5,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/6/2016,34,26.9,30.9,41.9,30.4,37.6,25.4,73.6,8.5,100,91.67,rain,28.4,182.3,1007.3,74,5.8,177.4,15.2,6,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/7/2016,34,26,29.8,43.5,26,35.9,25.6,79.3,9.4,100,100,rain,25.9,170.1,,73.2,4.9,90.8,7.7,3,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/8/2016,32,27,28.6,40.6,30.6,34.5,25.9,85.5,24.1,100,100,rain,33.5,178,,90.5,4.9,120.4,10.4,4,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,6/9/2016,29.4,26,28.2,37,26,33.3,26.2,88.9,35,100,100,rain,43.6,175.8,,87.9,4,97.1,8.4,4,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/10/2016,30,27,28.8,38.8,30.1,35.8,26.5,87.4,63.3,100,100,rain,45,201.4,,78.9,5,102,8.8,3,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/11/2016,30,25,27.5,39,25,31.6,25.4,88.7,23.5,100,100,rain,24.8,161.5,,89.6,4.2,74.3,6.4,2,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/12/2016,29.2,24,27.1,38.5,24,31.1,25.2,89.9,25.7,100,100,rain,25.9,159.5,,85.6,4.4,103.2,8.9,3,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/13/2016,28.5,24,26.1,36.1,24,28.3,24.8,92.6,19.4,100,100,rain,29.5,135.1,,84.2,4,87.1,7.4,3,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/14/2016,34,25,29.4,52,25,36.3,25.9,82.2,8.9,100,100,rain,33.1,173.8,,75.7,5.1,106.6,9.1,4,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/15/2016,32,27,29.4,42.3,30.6,35.9,25.8,81.6,8,100,100,rain,25.2,174.1,,75.2,4.9,142,12.3,5,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/16/2016,33,28,29.7,42.1,33.5,36.8,26.1,81.5,7.9,100,100,rain,27.7,183.8,,86.4,5.6,275.8,23.9,9,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/17/2016,34,27,29.9,42.1,30.6,36.6,25.7,78.7,11.9,100,100,rain,33.5,165.5,,82.7,4.9,294.3,25.4,9,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/18/2016,34,28,30.3,41.9,32.7,36.9,25.4,75.6,14.3,100,100,rain,29.5,185,,80.9,5.6,243.6,21.2,8,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/19/2016,33,26,30.2,39.2,26,35.8,24.7,73.6,15,100,95.83,rain,25.2,194.6,,79,5.7,294.4,25.6,9,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/20/2016,33,26.9,29.9,40.6,30.4,35.8,25.1,76.5,16.6,100,83.33,rain,20.9,198.3,1006,80.5,5.9,257.7,22.3,9,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/21/2016,33.6,27.1,29.8,44.5,31.1,36.5,25.7,79.2,10.4,100,66.67,rain,22.3,193.7,1005.5,81.1,5.7,215.1,18.8,6,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/22/2016,34,27.2,30.6,43.5,31.1,37.8,25.7,75.9,4.8,100,87.5,rain,27.7,202.3,1006,70.1,5.8,172.2,14.7,6,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/23/2016,34,28,30.3,43.5,32.7,37.6,26,78.6,12.7,100,100,rain,22.3,208,1004.5,79.7,5.5,200.5,17.2,6,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/24/2016,33,27.3,29.8,40.4,31.8,36.2,25.6,79,5.9,100,62.5,rain,17.5,228.6,1003.5,81.6,5.2,252.3,21.7,8,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/25/2016,34,27,30.4,43.8,30.6,37.3,25.7,77.1,5,100,100,rain,25.9,188.5,1003.9,77,5.5,228.6,19.7,7,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/26/2016,33,26.8,30.2,42.1,30.3,36.8,25.6,77.7,12.6,100,83.33,rain,20.9,156.5,1003.7,64.4,6.1,302.6,26.1,9,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/27/2016,34,26.9,30.1,41.9,30.4,36.9,25.6,77.7,16.9,100,100,rain,30.2,160.8,1002.5,71,5.2,270.6,23.4,8,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/28/2016,34.4,27.7,30.9,43.5,32.4,38.2,25.7,74.6,9.5,100,100,rain,31.7,186.6,1003.2,59.4,5.6,277.1,24.1,9,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/29/2016,34,27.1,30.7,44.8,31.1,38.6,26.2,77.5,9.7,100,100,rain,25.2,188.7,1003.8,75.6,5.7,267,23.3,8,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,6/30/2016,33,27,30.4,43.8,30.7,37.7,25.9,77.4,9.6,100,100,rain,29.5,173.5,1002.5,81.9,5.2,223.8,19.5,8,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/1/2016,33,27,29.8,39.4,30.6,36.1,25.5,78.8,79.5,100,100,rain,29.2,161.9,1000.7,88.4,5.3,168.6,14.5,6,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/2/2016,33,27,28.9,42.3,30.6,35,25.8,83.6,224.1,100,100,rain,33.5,159.6,1001.2,89.3,4.6,135.7,11.6,5,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/3/2016,29.5,26,27.7,38.4,26,33.2,26.3,92.1,633.9,100,100,rain,34.2,162.4,1001,97.7,3.8,149.4,12.9,7,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/4/2016,29.3,26,27.5,37.2,26,32,26.2,92.7,199.5,100,100,rain,40.3,190.2,1001.9,94.8,2.7,118.6,10.1,4,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/5/2016,29.1,25,27.3,37.3,25,31.4,25.9,92.5,241.9,100,100,rain,36.4,181.2,1001.5,98.3,3.6,90.5,7.6,3,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/6/2016,29.3,26,27.4,37.2,26,31.3,25.8,91.4,84.9,100,100,rain,33.5,127.9,1001.2,94.1,3.6,220.3,19,7,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/7/2016,33,26,29.5,43.8,26,36.5,26.4,83.7,23.3,100,100,rain,30.8,187.2,999.9,75,5.3,232.7,20,8,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/8/2016,33,27,29.5,42.1,30.6,36.3,26,81.6,40.7,100,91.67,rain,30.6,172.1,998.9,76.5,5.1,253.4,21.8,8,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/9/2016,31,26.9,28.9,40.6,30.1,35.3,25.8,83.7,34.7,100,100,rain,35.6,152.8,998.6,79,4.8,173.3,14.9,6,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/10/2016,31.7,26.6,28.7,40.1,26.6,34.4,25.8,84.7,73.2,100,100,rain,33.5,174.6,998.8,82.2,4.7,246,21.2,8,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/11/2016,30.7,26.3,28.6,39.9,26.3,34.7,26.1,86.4,34.4,100,100,rain,32,175.5,1000.1,80.8,5.3,244,20.8,9,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/12/2016,30.3,26.2,28.8,37.9,26.2,34.7,26.1,85.8,52.5,100,100,rain,33.5,167.6,1002.5,76.6,5,268.4,23.4,9,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/13/2016,31,26.9,28.8,40.6,30.5,35.3,26.1,85.6,66,100,100,rain,23.9,180.6,1002,74,5,236.9,20.4,7,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/14/2016,33,27,29.8,43.8,31.2,37.1,26.3,82.3,35,100,87.5,rain,25.9,168.6,1001.3,76.1,5.7,234.4,20.3,8,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/15/2016,32.8,26.8,28.9,41.8,30.2,34.9,25.9,84.3,124.2,100,100,rain,40.7,172.9,1001.9,89.1,5.3,217.6,18.6,7,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/16/2016,28.7,25.9,27.4,34.1,25.9,31.2,25.4,89.1,181.9,100,100,rain,35.3,159.2,1005.4,94.8,4.7,125.6,10.8,4,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/17/2016,29,25.8,27.2,35.1,25.8,30.2,24.9,87.6,95,100,100,rain,35.3,170.9,1008,92.5,4,238.2,20.5,7,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/18/2016,28.8,25.9,27.3,34.3,25.9,30.9,24.9,86.8,51.3,100,100,rain,27,178.3,1006.4,83.2,4.6,226.5,19.5,8,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/19/2016,31,26,28.6,40.6,26,34.4,26.1,86.6,30.5,100,100,rain,26.3,188.5,1004,86.9,5,219.9,19.1,8,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/20/2016,31.9,26,28.8,40.5,26,34.8,25.9,84.3,17.8,100,87.5,rain,21.2,172.2,1004,89,5.1,221.1,19,8,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/21/2016,31,27,29,39.1,30.5,35.2,25.8,83.1,10.6,100,100,rain,23.4,188.2,1004.8,86.6,5.3,262.9,22.8,8,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/22/2016,32.8,26.3,29.6,40.4,26.3,35.5,25.2,77.7,35.8,100,100,rain,33.5,176.6,1005.9,77.8,5.6,202.6,17.3,8,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/23/2016,32,26.8,29.4,39.2,30.3,35.2,25.2,78.9,32.4,100,100,rain,40.7,178.3,1006.8,78.4,5.5,172.5,15,5,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/24/2016,33,26.5,29.6,40.6,26.5,35.5,25.3,78.4,15.8,100,91.67,rain,28.4,178,1007.2,81.2,5.2,114.4,10,3,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/25/2016,28.4,25,26.6,34,25,28.7,24.8,90.2,57.7,100,100,rain,26.3,155.4,1008.7,90.2,4.2,154.3,13.3,6,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,7/26/2016,32,25,28.6,39.2,25,32.8,24.5,79.2,22.9,100,95.83,rain,23,167.8,1009,85.2,5.7,308.9,26.7,10,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/27/2016,32,26,29.1,40.6,26,34,24.5,76.4,3.7,100,50,rain,18.4,185,1007.9,72,5.4,323.5,28,10,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
chittagong,7/28/2016,31,27.1,29.2,39.1,31.1,35.5,25.8,82.3,5.2,100,100,rain,13.7,217.3,1005.6,72.9,5.3,170.1,14.7,6,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/29/2016,32,26.2,29.2,40.6,26.2,35.4,26.1,83.9,16.7,100,91.67,rain,19.1,224.1,1003.8,81.7,5,102.8,8.9,3,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/30/2016,34,26.1,29.9,45.3,26.1,36.5,25.9,79.6,27.3,100,83.33,rain,19.4,170.2,1002.8,77.9,5.4,201.6,17.4,7,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,7/31/2016,33,26.8,29,42.3,30.6,35.2,25.8,83,19.3,100,83.33,rain,18.4,148.9,1001.6,89,5.4,107.3,9.2,4,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/1/2016,33.6,26,28.9,42.1,26,34,25.5,82.4,65.4,100,100,rain,32.4,108.9,999.6,85.8,5.3,204.5,17.7,7,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/2/2016,33.7,27,30.1,42.3,30.5,36.4,25.3,76,29.3,100,75,rain,24.5,150.5,998.4,83.1,5,161.6,13.9,6,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/3/2016,34,26.5,29.9,43.8,26.5,36.7,26,80.4,23.9,100,100,rain,28.1,164,998.6,71.4,5.3,215.4,18.5,7,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/4/2016,34,26.8,30.5,43.4,30.1,37.4,25.6,75.7,18.8,100,100,rain,22.7,150,999.5,61.1,5.4,218,18.7,7,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/5/2016,33.1,27.8,30,42.3,31.5,36.6,25.5,77.3,45.8,100,100,rain,32.4,162.1,1001.5,76.9,5.6,113.5,9.7,4,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/6/2016,32.8,26,28.9,40.6,26,33.9,25.2,81,61.9,100,100,rain,36,159,1003.7,84,4.9,246,21.2,7,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/7/2016,32,25.8,28.7,40.6,25.8,34.3,25.7,83.9,62.1,100,100,rain,27.7,176.7,1003.6,81.3,5.2,209.1,18,6,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/8/2016,32,26,28.5,39.2,26,33.9,25.6,84.6,63.5,100,100,rain,33.5,170.3,1002.2,86.8,4.7,107.3,9.2,4,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/9/2016,28.1,25.2,26.3,33.8,25.2,27.4,24.8,91.6,272,100,100,rain,29.9,165.6,1001.7,92,3.9,199.9,17.2,6,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,8/10/2016,28.4,25,26.7,34.9,25,28.9,25.2,91.4,302.4,100,100,rain,50,169,1001.4,95.3,3.8,86.7,7.5,3,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,8/11/2016,29,26,27.3,35.6,26,30.6,25.6,90.7,56,100,100,rain,30.2,152.8,1003.4,92.9,4.4,160,13.9,5,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,8/12/2016,30,26,28.6,38.8,26,34.4,26,85.9,31.2,100,100,rain,20.2,164.2,1003.6,74.6,5.3,260.8,22.4,8,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/13/2016,33,26.8,29.4,42.1,30.7,36.1,26,82.8,27.5,100,100,rain,24.2,172.9,1002.5,86.1,5.3,221.4,19.1,7,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/14/2016,31.1,26.7,29.2,39.4,30.6,35.8,26,83.4,45.3,100,100,rain,19.1,190.9,1001,87,5.2,201.7,17.5,7,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/15/2016,32,26.1,29.6,39.2,26.1,35.9,25.8,81,4.2,100,83.33,rain,16.9,175.7,998.3,83,5.7,223.7,19.4,7,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/16/2016,34,27.7,29.8,47.3,31.9,36.3,25.5,78.6,17.2,100,91.67,rain,21.1,127,995.9,81,5,183,15.8,7,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/17/2016,29,27,28.2,36.8,29.6,33.6,25.4,84.9,58.8,100,100,rain,38.9,147.4,997.1,85.3,5.1,99.3,8.5,4,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/18/2016,33,26.9,29.7,42.1,30.1,35.8,25.4,78.6,9,100,62.5,rain,29.5,172.7,1001.2,69,5.3,292.8,25.3,9,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/19/2016,33,26.6,29.7,43.8,26.6,36.2,25.7,79.5,3.1,100,58.33,rain,18.4,190.2,1002.2,56.8,4.8,290.8,25.1,10,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/20/2016,31.7,26.8,28.7,41.7,30.7,35.3,26.4,87.6,28.1,100,50,rain,14.8,158.9,1002,90.6,4.7,295.8,25.6,10,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.
chittagong,8/21/2016,28.7,24.9,26,36.1,24.9,27.3,24.9,93.8,354.6,100,100,rain,37.1,190.5,1001.9,92,3.4,81.8,6.9,3,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,8/22/2016,32,24.3,28.9,40.6,24.3,33.7,24.7,79,10.9,100,70.83,rain,22,161.3,1005.5,54,5.2,303,26.2,10,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/23/2016,33,26.5,29.3,42.1,26.5,34.7,25.2,79.6,1.6,100,45.83,rain,11.2,175.6,1004.9,67.8,5,302.4,26,10,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
chittagong,8/24/2016,32,25,29.1,42.4,25,35.1,25.6,81.7,14.2,100,100,rain,22.3,240.7,1002.7,77.2,4.9,282.6,24.4,10,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/25/2016,32.2,27,29.8,42.3,31.2,37.4,26.4,82.6,41.7,100,100,rain,15.5,203.3,1003.7,84.3,4.9,118.4,10,4,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/26/2016,33,27.9,30.2,42.1,33.6,37.9,26.3,80.5,13.1,100,100,rain,13.7,189.2,1005.3,77.6,5.1,106.4,9,4,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/27/2016,30.7,27,29,38.6,30.6,35.2,25.7,82.8,29.3,100,100,rain,26.1,143.9,1006.8,71.2,5,151.6,13,6,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/28/2016,33,26.9,30,42.1,30.4,36.6,25.6,77.8,36.9,100,66.67,rain,19.8,189.1,1007.2,64.5,5.2,133.4,11.5,5,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/29/2016,33,27.4,29.9,39.2,31.7,36.4,25.6,78.5,6.1,100,83.33,rain,11.2,165.7,1004.8,66.4,5.5,219.1,19.1,8,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/30/2016,33.7,27,30,44.7,31.2,37,26,80.1,22.7,100,100,rain,21.2,169.9,1004.3,85.2,5.7,192.9,16.9,6,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,8/31/2016,32,26,29.3,47.6,26,36.1,26.2,84.1,33.1,100,100,rain,30.8,179.3,1005.7,88,4.9,246.7,21.3,8,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/1/2016,30,26,28.1,39.6,26,32.9,25.9,87.8,81.8,100,100,rain,31.5,176.8,1005.5,90.4,4.3,133.7,11.6,4,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
chittagong,9/2/2016,30,26,27.8,37.4,26,32.3,25.5,87.2,58.7,100,100,rain,23,170.4,1003.2,88.1,4.5,167.8,14.4,6,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/3/2016,33,25.8,29.2,42.1,25.8,35.3,25.9,83.2,43.8,100,100,rain,22.3,176.3,1001.3,76.6,5,159.3,13.6,6,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/4/2016,31,26.1,28.6,39.1,26.1,34.4,25.8,85.3,68.9,100,100,rain,24.5,167.9,1002.3,87.2,5.3,213.6,18.4,7,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/5/2016,32,26,29.1,40.6,26,34.8,25.4,81.1,52.7,100,100,rain,23.8,154.5,1002.3,77.2,4.9,139.6,12,4,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/6/2016,30,26.8,28.1,38.8,30.2,33.6,25.7,86.7,100.4,100,100,rain,34.9,165.9,1002.7,85.4,4.7,151.3,13.1,5,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/7/2016,32,26,29,39.2,26,34.1,25,79.6,17.1,100,100,rain,24.1,183.6,1003.6,73.3,5,284.5,24.6,9,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/8/2016,33,26.1,29.7,42.1,26.1,36.1,25.7,79.9,6.6,100,54.17,rain,25.2,180,1004.9,79.8,5.1,276.9,24,9,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/9/2016,33.1,27,29.3,40.6,30.8,35.2,25.5,80.4,1.4,100,50,rain,22.3,182.5,1006.2,77.1,5.1,256.4,22.1,9,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/10/2016,33,26.2,30.1,42.1,26.2,36.2,25.3,76.3,2.2,100,58.33,rain,22.3,155.1,1006.4,64,5.6,264.3,22.8,9,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
chittagong,9/11/2016,31,27,28.8,39,30.5,34.6,25.5,82.7,3.4,100,58.33,rain,18.4,179.6,1005.7,77.4,5.1,161.1,13.8,5,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/12/2016,30.9,26.1,28.4,37.7,26.1,33.8,25.6,84.7,11.3,100,100,rain,18.7,149.9,1006,88.9,4.9,192.4,16.6,7,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/13/2016,32,25.8,28.9,39.2,25.8,34.2,25.1,80.4,17.7,100,83.33,rain,20.5,123.7,1007.2,84.2,5.3,220.5,19,7,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/14/2016,32,26,29.3,40.6,26,34.4,24.8,77.3,15.9,100,87.5,rain,20.7,148.9,1007.3,72.9,5.6,236.5,20.2,8,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/15/2016,34,26.9,29.9,43.5,30.8,35.9,25.1,76.4,1.4,100,37.5,rain,22.3,188.1,1006.2,69.7,5.6,208.9,18,7,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
chittagong,9/16/2016,32,26,29,40.7,26,34.4,25.3,80.7,16,100,100,rain,18.4,140.3,1005.6,77.8,5.3,232,19.8,8,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/17/2016,32,26,28.9,40.6,26,34.3,25.3,81.4,16.7,100,100,rain,14.8,150.3,1005.5,84.5,5.3,109.3,9.4,3,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/18/2016,33,26.1,30,42.1,26.1,36.9,25.9,79.3,8.2,100,66.67,rain,14.8,162,1006,70.8,5.6,234.3,20.3,8,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/19/2016,32,27,29.8,40.7,30.6,36.6,25.8,79.5,13.2,100,100,rain,12.6,139.2,1005.5,84.7,5.8,181.6,15.9,6,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/20/2016,32,26.9,29.1,38.1,30.1,34.7,25.3,80.7,25.3,100,100,rain,11.9,97.6,1005.3,76.6,5.3,95,8.3,3,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/21/2016,33.1,26,30,41.7,26,36.2,25.4,77.2,29.9,100,100,rain,18.4,138.9,1007.8,69.5,5.5,163.2,14.1,6,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/22/2016,33,25.4,28.5,40.6,25.4,32.8,25.1,82.7,39.4,100,100,rain,14.8,122.3,1008.5,67.2,5.1,123.8,10.8,4,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/23/2016,33.1,25.8,29.8,42.1,25.8,35,24.8,75.4,23.6,100,100,rain,18.4,149.4,1006.4,55.3,5.2,150.4,13.2,6,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/24/2016,33,26.8,30.2,40.7,30.1,36.3,25.2,76,38.6,100,100,rain,24.1,179.9,1005.3,62.7,5.9,149.9,13,5,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
chittagong,9/25/2016,34,26.1,30.1,43.5,26.1,36.5,25.6,78,26.5,100,100,rain,22.3,176.7,1005.4,53.5,5.6,144.9,12.5,5,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
